day,stop,method,name,type,arrive,start_visit,end_visit,feasible,dist_km,rating,attraction_score,address,video_url
1,1,Greedy (K-Means 3D),Suối Bình Yên,thiên nhiên,07:00,07:00,08:30,True,0.0,4.4,0.5457,"Hoa Cẩm Tú Cầu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@dieuhoang211/video/7523798698493545735 | https://www.tiktok.com/@chidichilll/video/7607257270879128839
1,2,Greedy (K-Means 3D),Vườn địa đàng,thiên nhiên,08:30,08:30,10:00,True,0.019233813580876023,4.4,0.3027,"Hoa Cẩm Tú Cầu, Xuân Hương - Đà Lạt, Lâm Đồng 66100, Việt Nam",https://www.tiktok.com/@ducdodalat/video/7324336510549904658
1,3,Greedy (K-Means 3D),Thác Datanla,thiên nhiên,10:02,10:02,11:32,True,1.118980275330548,4.4,0.4751,"QL20 Đèo Prenn, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@tinhdidaydido.travelvlog/video/7602245369891704084 | https://www.tiktok.com/@hoanganh.nicole/video/7231038630255480070 | https://www.tiktok.com/@wikidulich.com/video/7577590169797152018
1,4,Greedy (K-Means 3D),Datanla,chợ quán,11:32,11:32,12:20,True,0.23981975931809785,4.3,0.3492,"Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@huevui98/video/7597422283459792136
1,5,Greedy (K-Means 3D),Hồ Tuyền Lâm,thiên nhiên,12:24,12:24,13:54,True,1.9590597185626426,4.6,0.3248,"Hồ Tuyền Lâm, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@rng.m963/video/7558721922368867604
1,6,Greedy (K-Means 3D),REO Campsite,địa điểm checkin,13:59,13:59,14:29,True,2.3368034196985743,4.8,0.3116,"Đ. Hoa Hồng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@reodalat/video/7494138513517071624
1,7,Greedy (K-Means 3D),Quán cafe mới toanh tại Đà Lạt,cafe,14:39,14:39,15:39,True,4.937998027932954,4.9,0.3483,"9 Đường Triệu Việt Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@littletown.dalat/video/7632129162613951752 | https://www.tiktok.com/@traveleverywhere.vn/video/7399602885719346450
1,8,Greedy (K-Means 3D),The Florest,địa điểm checkin,15:53,15:53,16:23,True,7.264661269011126,4.3,0.3372,"Thôn 4, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@theflorestdalat/video/7598936749192023317
1,9,Greedy (K-Means 3D),Gạch Since 1988 Cafe,cafe,16:30,16:30,17:30,True,3.380751931675323,4.9,0.3538,"thôn 3, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@haannday/video/7631923500042800392
1,10,Greedy (K-Means 3D),Mongo land,khác,17:31,17:31,18:26,False,0.2993056336469077,4.5,0.3722,"Tổ 16 thôn 1, Tà Nung, Cam Ly - Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@two_peas_abroad/video/7549937570201816342
2,1,Greedy (K-Means 3D),Sân Mây Đà Lạt,cafe,07:00,07:00,08:00,True,0.0,4.7,0.7973,"56 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@review.lt7/video/7603371406423887125 | https://www.tiktok.com/@uttieu.homestaydalat/video/7637823397933632776
2,2,Greedy (K-Means 3D),Soho Coffee Đà Lạt,cafe,08:00,08:00,09:00,True,0.4146876262626495,4.9,0.3038,"21 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@julepe.sheen/video/7601887338511289608
2,3,Greedy (K-Means 3D),New Light Coffee,cafe,09:01,09:01,10:01,True,0.2587727271564628,4.6,0.3363,"3 bis Hoàng Hoa Thám, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@new_light_coffee/video/7505778560313920785 | https://www.tiktok.com/@didalatcungtruc/video/7633363595354590485
2,4,Greedy (K-Means 3D),Nha Ben Rung,cafe,10:04,10:04,11:04,True,1.6184419509941632,4.8,0.4176,"Tổ Tây Hồ 2, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@tiemcaphenhabenrung/video/7493504577296223496
2,5,Greedy (K-Means 3D),Tiệm cà phê Dốc thị,cafe,11:05,11:05,12:05,True,0.4061031229451263,4.8,0.3707,"WFPJ+R2H, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@bananzidong/video/7452307410745658632 | https://www.tiktok.com/@top.check.in.da.lat/video/7575390744442064149
2,6,Greedy (K-Means 3D),Cheo veo cà phê,cafe,12:06,12:06,13:06,True,0.31715011920955477,4.5,0.3042,"116 Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@chagiotomthitsieungon/video/7598760559059750165
2,7,Greedy (K-Means 3D),Miền Du Mục,cafe,13:06,13:06,14:06,True,0.38397419366897906,4.3,0.4359,"Đường Lâm Văn Thạnh, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@ericgoesto/video/7523077765306895646 | https://www.tiktok.com/@tiktokgapgiquaydo/video/7571609207460482322 | https://www.tiktok.com/@vietnammoment.official/video/7583993449930624276 | https://www.tiktok.com/@chau.giang.dng/video/7632565519182236936
2,8,Greedy (K-Means 3D),Cafe Lời Của Gió,cafe,14:09,14:09,15:09,True,1.2568063243543082,4.2,0.312,"Đường Huỳnh Tấn Phát, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@julepe.sheen/video/7371685175857564946
2,9,Greedy (K-Means 3D),Chùa Linh Phước,địa điểm checkin,15:11,15:11,15:41,True,1.0668227842771492,4.6,0.3837,"WFR5+57X, 120 Tự Phước, Trại Mát, Xuân Trường - Đà Lạt, Lâm Đồng 550000, Việt Nam",https://www.tiktok.com/@tuankien.hoangkimtravel/video/7634580167255510279
2,10,Greedy (K-Means 3D),Cà phê Vùng Ngoại Ô Đà Lạt,cafe,15:45,15:45,16:45,True,2.1515998867742208,4.9,0.3269,"Đường Đình Đa Quý, Đá Quý, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@sanmayvungngoaio/video/7638278348048698642
2,11,Greedy (K-Means 3D),SOLENA Quãng Trường La Mã Đà Lạt,địa điểm checkin,17:00,17:00,17:30,True,7.361077289088736,4.5,0.4013,"Đ. Trần Quốc Toản, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@chenhimientay/video/7604057447661079826 | https://www.tiktok.com/@myandangdoiban999/video/7587644118529101072
2,12,Greedy (K-Means 3D),Cafe view lồng đèn,cafe,17:31,17:31,18:31,True,0.37548784801917295,4.7,0.3145,"6A Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@dihetdalat/video/7569585622667644178
2,13,Greedy (K-Means 3D),Cau Gò Binh Minh,thiên nhiên,19:01,19:01,20:31,False,14.931842165811956,4.6,0.3827,"Đồi chè, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@sanmaycaugo_binhminh/video/7509742123164470546
2,14,Greedy (K-Means 3D),Vườn thú Zoodoo,thiên nhiên,19:50,19:50,21:20,False,24.54359777588859,4.5,0.3711,"QL27C, Lạc Dương, Lâm Đồng, Việt Nam",https://www.tiktok.com/@grinlai/video/7636632967338560775
